# bench_v1 生成基准 —— 由 scripts/gen_bench.mjs 生成，请勿手改
# 列: CATEGORY 	 ID 	 MODE(all|order) 	 EXPECT(;-sep) 	 TURN1 	 TURN2 	 ...
# 语料: D:/TaoVm/data/noffn_probe3/conversations.txt
# 归一化话轮数(去重): 2103
# 词表规模: 名字 61  喜好 32(颜色 14)  列表项 60
# 语料中已见组合: 361   本基准使用的未见组合(去重): 493
# 泄漏审查: 逐条话轮 0 命中；组合级 0 命中
A_bind_color	I0001	all	阿明;紫色	我的名字叫阿明，我喜欢紫色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0002	all	阿华;绿色	我的名字叫阿华，我喜欢绿色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0003	all	小舟;蓝色	我的名字叫小舟，我喜欢蓝色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0004	all	王明;绿色	我的名字叫王明，我喜欢绿色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0005	all	小海;蓝色	我的名字叫小海，我喜欢蓝色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0006	all	周涛;灰色	我的名字叫周涛，我喜欢灰色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0007	all	小何;棕色	我的名字叫小何，我喜欢棕色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0008	all	阿静;粉色	我的名字叫阿静，我喜欢粉色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0009	all	小马;灰色	我的名字叫小马，我喜欢灰色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0010	all	阿静;黑色	我的名字叫阿静，我喜欢黑色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0011	all	小月;白色	我的名字叫小月，我喜欢白色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0012	all	陈静;绿色	我的名字叫陈静，我喜欢绿色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0013	all	小朱;灰色	我的名字叫小朱，我喜欢灰色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0014	all	阿伟;橙色	我的名字叫阿伟，我喜欢橙色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0015	all	小风;银色	我的名字叫小风，我喜欢银色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0016	all	小李;黑色	我的名字叫小李，我喜欢黑色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0017	all	阿敏;灰色	我的名字叫阿敏，我喜欢灰色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0018	all	小雨;青色	我的名字叫小雨，我喜欢青色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0019	all	马超;灰色	我的名字叫马超，我喜欢灰色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0020	all	小胡;棕色	我的名字叫小胡，我喜欢棕色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0021	all	小张;蓝色	我的名字叫小张，我喜欢蓝色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0022	all	小郭;黄色	我的名字叫小郭，我喜欢黄色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0023	all	天明;棕色	我的名字叫天明，我喜欢棕色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0024	all	小舟;红色	我的名字叫小舟，我喜欢红色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0025	all	小李;蓝色	我的名字叫小李，我喜欢蓝色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0026	all	何伟;黄色	我的名字叫何伟，我喜欢黄色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0027	all	赵磊;蓝色	我的名字叫赵磊，我喜欢蓝色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0028	all	小风;黑色	我的名字叫小风，我喜欢黑色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0029	all	小云;青色	我的名字叫小云，我喜欢青色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0030	all	小赵;黑色	我的名字叫小赵，我喜欢黑色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0031	all	小海;紫色	我的名字叫小海，我喜欢紫色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0032	all	小风;红色	我的名字叫小风，我喜欢红色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0033	all	小马;蓝色	我的名字叫小马，我喜欢蓝色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0034	all	周涛;金色	我的名字叫周涛，我喜欢金色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0035	all	小云;灰色	我的名字叫小云，我喜欢灰色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0036	all	小周;棕色	我的名字叫小周，我喜欢棕色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0037	all	小月;银色	我的名字叫小月，我喜欢银色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0038	all	小林;灰色	我的名字叫小林，我喜欢灰色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0039	all	阿珍;黑色	我的名字叫阿珍，我喜欢黑色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0040	all	徐亮;粉色	我的名字叫徐亮，我喜欢粉色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0041	all	陈静;白色	我的名字叫陈静，我喜欢白色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0042	all	小徐;黄色	我的名字叫小徐，我喜欢黄色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0043	all	小朱;橙色	我的名字叫小朱，我喜欢橙色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0044	all	刘洋;银色	我的名字叫刘洋，我喜欢银色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0045	all	小王;灰色	我的名字叫小王，我喜欢灰色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0046	all	王明;棕色	我的名字叫王明，我喜欢棕色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0047	all	小马;橙色	我的名字叫小马，我喜欢橙色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0048	all	马超;黑色	我的名字叫马超，我喜欢黑色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0049	all	杨帆;金色	我的名字叫杨帆，我喜欢金色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0050	all	小周;蓝色	我的名字叫小周，我喜欢蓝色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0051	all	何伟;红色	我的名字叫何伟，我喜欢红色。请记住。	我叫什么名字？喜欢什么颜色？
A_bind_color	I0052	all	小何;紫色	我的名字叫小何，我喜欢紫色。请记住。	我叫什么名字？喜欢什么颜色？
