# 复制失败机理诊断：列表长度与句子长度扫描
E_list_L2	L2_0	order	梨;尺子	请按顺序输出：梨、尺子。不要添加其他文字。
E_list_L2	L2_1	order	地图;苹果	请按顺序输出：地图、苹果。不要添加其他文字。
E_list_L2	L2_2	order	白色;西瓜	请按顺序输出：白色、西瓜。不要添加其他文字。
E_list_L2	L2_3	order	粉色;铅笔	请按顺序输出：粉色、铅笔。不要添加其他文字。
E_list_L2	L2_4	order	绿色;葡萄	请按顺序输出：绿色、葡萄。不要添加其他文字。
E_list_L2	L2_5	order	白色;西安	请按顺序输出：白色、西安。不要添加其他文字。
E_list_L3	L3_0	order	黄色;成都;鱼	请按顺序输出：黄色、成都、鱼。不要添加其他文字。
E_list_L3	L3_1	order	猪;相框;尺子	请按顺序输出：猪、相框、尺子。不要添加其他文字。
E_list_L3	L3_2	order	橙色;灯;北京	请按顺序输出：橙色、灯、北京。不要添加其他文字。
E_list_L3	L3_3	order	梨;椅子;门	请按顺序输出：梨、椅子、门。不要添加其他文字。
E_list_L3	L3_4	order	重庆;书;白色	请按顺序输出：重庆、书、白色。不要添加其他文字。
E_list_L3	L3_5	order	荔枝;紫色;葡萄	请按顺序输出：荔枝、紫色、葡萄。不要添加其他文字。
E_list_L4	L4_0	order	灰色;成都;兔子;胶水	请按顺序输出：灰色、成都、兔子、胶水。不要添加其他文字。
E_list_L4	L4_1	order	圆规;香蕉;葡萄;南京	请按顺序输出：圆规、香蕉、葡萄、南京。不要添加其他文字。
E_list_L4	L4_2	order	窗户;杭州;猫;本子	请按顺序输出：窗户、杭州、猫、本子。不要添加其他文字。
E_list_L4	L4_3	order	直尺;粉色;蓝色;荔枝	请按顺序输出：直尺、粉色、蓝色、荔枝。不要添加其他文字。
E_list_L4	L4_4	order	苹果;牛;橙色;武汉	请按顺序输出：苹果、牛、橙色、武汉。不要添加其他文字。
E_list_L4	L4_5	order	杭州;灰色;橡皮;桃子	请按顺序输出：杭州、灰色、橡皮、桃子。不要添加其他文字。
E_list_L5	L5_0	order	成都;窗户;猪;蓝色;粉色	请按顺序输出：成都、窗户、猪、蓝色、粉色。不要添加其他文字。
E_list_L5	L5_1	order	重庆;粉色;梨;猫;鸡	请按顺序输出：重庆、粉色、梨、猫、鸡。不要添加其他文字。
E_list_L5	L5_2	order	灰色;窗户;书包;马;重庆	请按顺序输出：灰色、窗户、书包、马、重庆。不要添加其他文字。
E_list_L5	L5_3	order	灰色;兔子;芒果;狗;钢笔	请按顺序输出：灰色、兔子、芒果、狗、钢笔。不要添加其他文字。
E_list_L5	L5_4	order	本子;成都;猫;武汉;芒果	请按顺序输出：本子、成都、猫、武汉、芒果。不要添加其他文字。
E_list_L5	L5_5	order	鸟;兔子;粉色;窗户;武汉	请按顺序输出：鸟、兔子、粉色、窗户、武汉。不要添加其他文字。
E_list_L6	L6_0	order	芒果;灰色;重庆;南京;钢笔;西瓜	请按顺序输出：芒果、灰色、重庆、南京、钢笔、西瓜。不要添加其他文字。
E_list_L6	L6_1	order	鸟;深圳;南京;猫;本子;橙子	请按顺序输出：鸟、深圳、南京、猫、本子、橙子。不要添加其他文字。
E_list_L6	L6_2	order	兔子;红色;剪刀;苹果;水杯;绿色	请按顺序输出：兔子、红色、剪刀、苹果、水杯、绿色。不要添加其他文字。
E_list_L6	L6_3	order	牛;深圳;猪;狗;门;武汉	请按顺序输出：牛、深圳、猪、狗、门、武汉。不要添加其他文字。
E_list_L6	L6_4	order	重庆;铅笔;门;灰色;猪;南京	请按顺序输出：重庆、铅笔、门、灰色、猪、南京。不要添加其他文字。
E_list_L6	L6_5	order	芒果;北京;深圳;武汉;马;水杯	请按顺序输出：芒果、北京、深圳、武汉、马、水杯。不要添加其他文字。
F_repeat_len0-5	R0_0	all	我住在深圳	请重复这句话：我住在深圳。
F_repeat_len0-5	R0_1	all	我住在上海	请重复这句话：我住在上海。
F_repeat_len0-5	R0_2	all	小杨在看书	请重复这句话：小杨在看书。
F_repeat_len0-5	R0_3	all	小杨在看书	请重复这句话：小杨在看书。
F_repeat_len0-5	R0_4	all	我喜欢西安	请重复这句话：我喜欢西安。
F_repeat_len0-5	R0_5	all	我住在上海	请重复这句话：我住在上海。
F_repeat_len6-7	R6_0	all	今天天气很好	请重复这句话：今天天气很好。
F_repeat_len6-7	R6_1	all	南京和马都很好	请重复这句话：南京和马都很好。
F_repeat_len6-7	R6_2	all	鱼和香蕉都很好	请重复这句话：鱼和香蕉都很好。
F_repeat_len6-7	R6_3	all	桌子上有1个鸟	请重复这句话：桌子上有1个鸟。
F_repeat_len6-7	R6_4	all	今天天气很好	请重复这句话：今天天气很好。
F_repeat_len6-7	R6_5	all	鸡和香蕉都很好	请重复这句话：鸡和香蕉都很好。
F_repeat_len8-9	R8_0	all	橙子和草莓都很好	请重复这句话：橙子和草莓都很好。
F_repeat_len8-9	R8_1	all	桌子上有8个灰色	请重复这句话：桌子上有8个灰色。
F_repeat_len8-9	R8_2	all	成都和上海都很好	请重复这句话：成都和上海都很好。
F_repeat_len8-9	R8_3	all	桌子上有9个西瓜	请重复这句话：桌子上有9个西瓜。
F_repeat_len8-9	R8_4	all	橙子和草莓都很好	请重复这句话：橙子和草莓都很好。
F_repeat_len8-9	R8_5	all	桌子上有8个西安	请重复这句话：桌子上有8个西安。
